RECEITA,INGREDIENTES,URL SITE,YOUTUBE,TEMPO,DIFICULDADE,CATEGORIAS
Bolo de Mandioca,"g Mandioca ralada, g Açúcar, g Manteiga, ml Leite de coco, g Coco ralado, Sal Qb, ml Leite,  Ovos",https://www.24kitchen.pt/receita/bolo-de-mandioca,https://youtu.be/XsEH2gnBVqE,45,média,Sobremesa
Lagosta à ComTradição," banana pão, Óleo  Sal  Piri-piri  ¼ de papaia, ¼ de manga,  pepino,  tomate,  cebola,  maracujá,  maracujá laranja, ½ malagueta, Azeite   lima,  lagosta",https://www.24kitchen.pt/receita/lagosta-a-comtradicao,https://youtu.be/ANn7h0LaptY,60,dificil,Prato Principal
Calulu à Comtradição," batata-doce,  tomate,  cebola,  dentes de alho, Azeite  Sal   quiabos, Pimenta cayenne   c. de sopa de polpa de tomate, Caldo de peixe   corvina,  c. de sopa de amido de milho, g de espinafres,  c. de sopa de óleo dendê",https://www.24kitchen.pt/receita/calulu-a-comtradicao,https://youtu.be/lrdAYp9WZ4Y,60,dificil,Prato Principal
Bolo de Banana e Ginguba,"g de manteiga amolecida, g de açúcar,  ovos, g de farinha,  c. de chá de fermento em pó, ml de leite,  bananas, Óleo  ¼ de chá de canela, Sal  Amendoins torrados  Leite condensado caramelizado q.b",https://www.24kitchen.pt/receita/bolo-de-banana-e-ginguba,https://youtu.be/766sKP21MDA,45,média,Sobremesa
Nasi Goreng,"Kecap Manis:, ml de molho de soja, g de açúcar mascavado, Nasi Goreng:,  chalota,  dentes de alho, ½ malagueta amarela, ½ malagueta verde,  cebolo,  peito de frango,  camarões,  molho de coentros,  ovos, Óleo  Sal  Arroz jasmim ou basmati cozido e frio, g de broccolini,  c. de sopa do kecap manis, Cebola frita q.b",https://www.24kitchen.pt/receita/nasi-goreng-1,https://youtu.be/DvoBQ2kGBRI,60,dificil,Prato Principal
Espetadas de Frango Satay," peitos de frango, ½ malagueta, Coentros  Marinada:,  cebola,  dentes de alho,  c. de chá de talos de coentros, Óleo   c. de chá de coentros em pó,  folhas de lima kaffir, Sal  Pimenta preta  Molho:,  cebola,  dentes de alho,  malagueta, g de amendoins torrados, Água   c. de sopa de kecap manis, Sal   c. de chá de açúcar",https://www.24kitchen.pt/receita/espetadas-de-frango-satay-1,https://youtu.be/8a7xnU4_LcI,60,dificil,Prato Principal
Colenak,"Óleo  g de coco ralado, Massa:, g de mandioca,  gemas,  c. de sopa de açúcar, g de farinha,  c. de chá de fermento, Raspa e sumo de  laranja, Sal   claras, Calda:, g de açúcar de palma, Água   folha de lima kaffir, Acompanhamento:, ½ manga,  maracujá, Hortelã q.b",https://www.24kitchen.pt/receita/colenak,https://youtu.be/Cr_ewhniOfA,45,média,Prato Principal
Sabich," beringela, Sal  Azeite   pão pita,  ovos de codorniz, Pimenta preta  Tomates Cherry  ½ pepino, Salsa  Sumo de limão  Sal  Pickle de pepino  Húmus:,  lata de grão,  c. de sopa de tahini,  dente de alho,  c. de sopa de sumo de limão,  c. de sopa de azeite, Água quente  Sal  Pimenta cayenne  ½ c. de chá de cominhos",https://www.24kitchen.pt/receita/sabich,https://youtu.be/LCu3Pb5Rh2Y,45,média,Prato Principal
Costeletas de Borrego com Bulgur," costeletas,  ramo de tomilho, Marinada:, Cominhos  Noz-moscada  Pimentão doce  Canela   c. de sopa de azeite, Raspa de limão  Bulgur:,  curgete, ½ pimento,  dentes de alho,  chalota, Azeite  Cebolo  Sal  Pimenta  g de bulgur,  ramo de salsa,  ramo de hortelã, ml de caldo de legumes, Molho:,  c. de sopa de iogurte,  folhas de hortelã, ½ limão, Pimenta cayenna q.b",https://www.24kitchen.pt/receita/costeletas-de-borrego-com-bulgur,https://youtu.be/h7a72kFFdVM,45,média,Prato Principal
Rugelach,"Farinha  Leite  Açúcar  Canela em pó  Açúcar em pó  Massa:, g de farinha,  c. e meia de sopa de açúcar, Sal  g de manteiga sem sal e fria, g de queijo creme, Recheio:, g de chocolate, g de açúcar demerara, ½ c. de chá de canela",https://www.24kitchen.pt/receita/rugelach,https://youtu.be/DvRzM_ZRGb8,45,média,Prato Principal
Pajeon,"Cebolo  Óleo   camarões, Molho:,  c. de sopa de molho de soja,  c. de sopa de vinagre de arroz,  c. de chá de malagueta,  chalota,  c. de chá de açúcar,  c. de chá de sementes de sésamo tostado, Tempura:,  c. e meia de sopa de farinha,  c. e meia de chá de açúcar,  c. de chá de pasta de soja, ml de água, Sal q.b",https://www.24kitchen.pt/receita/pajeon,https://youtu.be/V9wzVLTWiGE,45,média,Prato Principal
Tteokbokki," cebola, Cogumelos shitake  Cogumelos marrom   dente de alho, Óleo vegetal  g de tteok ,  c. de café de óleo de sésamo, Cebolo  Sementes de sésamo  Dashi:,  folha de alga kombu, g de katsuobushi, Água, Molho:,  c. de chá de gochujang, ¼ de c. de chá de malagueta,  c. de sopa de açúcar mascavado escuro,  c. de sopa de molho de soja,  dente de alho",https://www.24kitchen.pt/receita/tteokbokki,https://youtu.be/ar5EVOX_Pj4,45,média,Prato Principal
Yaksik," c. de sopa de arandos,  c. de sopa de passas,  castanhas,  c. de sopa de pinhões,  c. de sopa de mel, Arroz de sushi cozido,  c. de sopa de molho de caramelo, Molho:,  c. de sopa de açúcar mascavado escuro,  c. de sopa de molho de soja,  c. de chá de óleo de sésamo,  c. de sopa de óleo vegetal,  c. de café de canela em pó",https://www.24kitchen.pt/receita/yaksik,https://youtu.be/WBfrBuSNbCM,45,média,Prato Principal
Ostras Gratinadas," ostras, Espinafres  Molho Monay:, ml de leite,  c. de sopa de amido de milho, g de queijo gruyère, g de parmesão, Sal  Pimenta  Molho Kilpatrick:, Bacon  Azeite   c. de sopa de ketchup,  c. de sopa de molho inglês,  c. de chá de picante",https://www.24kitchen.pt/receita/ostras-gratinadas-1,https://youtu.be/fKyUQiBlXRI,45,média,Prato Principal
Steak Diane," batata, Sal   bifes da vazia, Pimenta  Azeite  Manteiga   chalota,  c. de sopa de brandy,  c. de chá de polpa de tomate, Caldo de carne   c. de chá de mostarda, Molho inglês   c. de sopa de natas, Agrião fresco  Cebolo q.b",https://www.24kitchen.pt/receita/steak-diane,https://youtu.be/wcr0NQFAIHU,45,média,Prato Principal
Lamingtons,"Cocô ralado tostado, Massa:,  ovos,  clara, g de açúcar, g de farinha,  c. de sopa de amido de milho,  c. de chá de fermento, Sal  ml de leite, g de manteiga,  c. de café de essência de baunilha, Molho de Chocolate:, g de açúcar em pó,  c. de sopa de cacau em pó, ml de água a ferver",https://www.24kitchen.pt/receita/lamingtons,https://youtu.be/Mpd1UzuAlmI,45,média,Prato Principal
Maultaschen,"Farinha  Massa:, g de farinha,  ovos,  c. de sopa de água, Caldo:,  cebola,  ramo de aipo, ½ alho francês,  cenoura, Água fria   folhas de alga kombu, g de cogumelos shiitakes secos, Recheio:, g de cogumelos ostra, marrom e shimeji,  c. de sopa de manteiga,  chalotas,  dente de alho,  alho francês, Sal  Pimenta  g de espinafres,  c. de sopa de pão ralado,  ramo de salsa",https://www.24kitchen.pt/receita/maultaschen,https://youtu.be/C84VRoSoYmI,60,dificil,Prato Principal
Rolo de Carne À ComTradição," bifes de vaca batidos, Mostarda Dijon   cebola, Sal  Pimenta   fatias de bacon, Azeite   c. de sopa de manteiga,  ramo de alecrim,  dente de alho, Batatas assadas  Creme fraîche  Molho:, Vinho branco  ml de caldo de carne,  c. de sopa de amido de milho, Água q.b",https://www.24kitchen.pt/receita/rolo-de-carne-a-comtradicao,https://youtu.be/o0Fr_bVdHo4,45,média,Prato Principal
Bolo de Maçã ,"Açúcar em pó  Massa:, g de manteiga, g de açúcar,  gemas, g de farinha, g de amido de milho,  c. de chá de fermento,  c. de sopa de leite,  c. de sopa de sumo de limão, Sal   maçã, Puré de maçã e canela:,  maçãs,  c. de chá de azeite,  c. de sopa de açúcar, ½ c. de chá de canela,  c. de chá de sumo de limão, Sal q.b",https://www.24kitchen.pt/receita/bolo-de-maca-3,https://youtu.be/yRln6vaqPaY,60,dificil,Sobremesa
Hallacas," coxa e perna de frango,  lombo de porco,  peito de vitela, Azeite  Sal  Pimenta   cebola,  dentes de alho,  pimento verde,  tomates maduros,  c. de chá de cominhos em pó,  c. de sopa de vinho branco,  ramo de tomilho,  ramo de alecrim,  mão cheia de passas,  c. de sopa de alcaparras, Caldo de carne   ramo de salsa, Polenta:,  chalotas,  dentes de alho, Azeite   c. de sopa de manteiga, g de polenta, Sal  L de caldo de carne",https://www.24kitchen.pt/receita/hallacas,https://youtu.be/87HoEnm85AU,60,dificil,Prato Principal
Esparguete Siciliano," c. de chá de óleo de anchovas,  anchovas,  dentes de alho, Azeite   malaguetas pequenas, Sal  Polpa de tomate   tomate, Passas  Pinhões triturados  Esparguete   mão cheia de azeitonas kalamata, Salsa  Queijo parmesão q.b",https://www.24kitchen.pt/receita/esparguete-siciliano,https://youtu.be/5CmTTy2h01M,45,média,Prato Principal
Bolo de Rum,"Açúcar em pó  Massa:, g de farinha, g de açúcar,  c. de sopa de farinha de amêndoa,  c. de sopa de fermento, Sal  g de manteiga, ml de óleo vegetal,  ovos, ml de leite, ½ copo de rum, ½ c. de sopa de essência de baunilha, Caramelo de Rum:, ml de natas, g de açúcar,  c. e meia de sopa de água, ml de xarope de glicose, g de manteiga,  c. de sopa de rum",https://www.24kitchen.pt/receita/bolo-de-rum,https://youtu.be/hFZ1hDJTyr8,45,média,Sobremesa
Creme de Lagostim," c. de sopa de manteiga,  cebola,  dentes de alho, Sal  g de lagostins descascados, Cabeças e cascas de lagostins  Água   cogumelos paris,  maçã verde,  pimento vermelho,  cenoura,  c. de sopa de polpa de tomate,  c. de chá de caril em pó,  c. de chá de pimentão doce, Pimenta preta  Pimenta cayenna   cálice de brandy,  c. de sopa de farinha t,  c. de sopa de natas,  folha de louro, Azeite  Cebolinho q.b",https://www.24kitchen.pt/receita/creme-de-lagostim,https://youtu.be/sTxTgf0ERhA,45,média,Sopas e Cremes
Frango Frito," c. de chá de sementes de mostarda,  c. de chá de paprika,  c. de chá de alecrim seco,  c. de chá de pimenta preta em grão,  c. de chá de orégãos secos,  c. de chá de alho em pó,  c. de chá de pimenta cayenna,  c. de sopa de farinha,  c. de chá de sal,  chávena de leitelho,  ovos, Óleo   peito de frango desossado,  perna e coxa de frango desossada, Molho:, g de maionese,  c. de sopa de ketchup,  c. de chá de mostarda Dijon,  c. de sopa de molho inglês,  c. de chá de açúcar,  c. de chá de paprika, ½ cebola, Pimenta preta  Sal q.b",https://www.24kitchen.pt/receita/frango-frito,https://youtu.be/tVDNXe5bXzw,45,média,Prato Principal
Sarmale,"g de bacon, Azeite   cebola,  dente de alho,  c. de chá de sementes de funcho, Sal  Pimenta preta  g de carne de porco picada,  c. de sopa de arroz cozido,  c. de sopa de polpa de tomate,  ramo de tomilho,  tomate fresco em cubos, ml de caldo de carne,  couves bringidas, Puré de cebola roxa:,  cebolas roxas,  c. de sopa de azeite,  c. de sopa de manteiga",https://www.24kitchen.pt/receita/sarmale,https://youtu.be/cy8RWFQqodM,60,dificil,Prato Principal
Folhados de Queijo,"Massa folhada   ovo, g de acelgas,  limão,  c. de sopa de pinhões tostados, Recheio:, ½ Cebola roxa, g de broccolini, Sal  ½ talo de aipo, ½ cenoura,  dente de alho, Azeite  Pimenta   c. de sopa de ricotta,  c. de sopa de queijo emmental,  c. de sopa de queijo parmesão",https://www.24kitchen.pt/receita/folhados-de-queijo,https://youtu.be/s7YM6YchT4Q,60,dificil,"Aperitivos e Petiscos, Prato Principal"
Risotto de Açafrão," Magret de Pato, Sal  Pimenta  Cebolinho picado  Risotto:,  chalota,  dente de alho,  c. de sopa de manteiga, Azeite  g de arroz de carnaroli p pessoa, Sal  ml de vinho branco, L de caldo de galinha, Açafrão   ramo de alecrim,  c. de sopa de parmesão, Sumo de limão q.b",https://www.24kitchen.pt/receita/risotto-de-acafrao,https://youtu.be/6mDmgiUc3Gc,45,média,Prato Principal
Torta Di Pane,"Massa:, g de pão, ml de leite, g de açúcar, g de farinha de amêndoa, g de chocolate em pó, g de sultanas, Raspa de  limão, ½ c. de chá de essência de baunilha,  c. de café de canela,  c. de sopa de kirch,  ovo, Sal  Pinhões  Molho:, ml de natas,  c. de sopa de açúcar, g de chocolate negro,  c. de sopa de manteiga,  c. de sopa de kirch",https://www.24kitchen.pt/receita/torta-di-pane,https://youtu.be/d-7OYh44zw0,60,dificil,Sobremesa
Kroppkakor,"Cebolinho  Caldo:, ½ cebola, ½ alho francês,  cenoura,  dente de alho,  ramo de salsa,  ramo de tomilho, ½ chouriço, Recheio:, ½ cebola, ½ alho francês,  cenoura,  dente de alho, Azeite  ½ chouriço, g de carne de vaca picada, Sal  Pimenta  Noz-moscada   ramo de salsa, Massa:, g de puré de batata,  ovo, g de farinha, Sal  Pimenta  Noz-moscada q.b",https://www.24kitchen.pt/receita/kroppkakor,https://youtu.be/mc0QaB1sy-I,60,dificil,Prato Principal
Gravlax,"g salmão, Fatias de pão pumpernickle, Cura para o Salmão:,  c. de sopa de sementes de funcho,  c. de sopa de pimenta branca em grão, g de sal, g de açúcar mascavado,  molho de aneto, Pickles:,  pepino,  cebola roxa, ml de água, ml de vinagre de vinho branco,  c. de sopa de açúcar,  c. de café de sementes de mostarda, Sal  Vinagrete:,  c. de sopa de aneto picado,  c. de chá de mostarda,  c. de sopa de água, Sumo de ½ limão, Sal  Pimenta preta   c. de sopa de azeite,  c. de sopa de açúcar",https://www.24kitchen.pt/receita/gravlax,https://youtu.be/0gzQ0NbEEwA,60,dificil,Prato Principal
Cheesecake Sueco,"Massa:,  ovos,  c. de sopa de açúcar,  c. de sopa de farinha de amêndoa,  c. de sopa de farinha de arroz, ml de natas, ml de leite, g queijo cottage, Calda:, ml de vinho do porto branco,  c. de sopa de açúcar,  pau de canela, Morangos  Crumble:, Bolacha Maria  ½ c. de chá de canela, Noz-moscada  Sal q.b",https://www.24kitchen.pt/receita/cheesecake-sueco,https://youtu.be/IVNGkP34RZw,60,dificil,Sobremesa
Lángos,"Azeite   dente de alho,  salsichas, ½ cebola, ½ pimento vermelho,  c. de chá de paprika fumada, Sal  Pimenta   tomates cereja, Bolo do caco, Requeijão  Queijo para ralar  Folhas de salsa q.b",https://www.24kitchen.pt/receita/langos,https://youtu.be/cAuYJuzcX-0,45,média,Prato Principal
Rakott Káposzta ,"Arroz:,  dente de alho, Azeite   folha de louro,  copo de arroz,  copos de água, Refogado de Sauerkraut:, Azeite  ½ cebola,  dente de alho, Pepperoni  g de sauerkraut, Água  Carne Picada:, ½ cebola,  dente de alho, Bacon em fatias  Azeite   c. de chá de sementes de cominhos,  c. de chá de pimentão doce, g de carne de porco picada, Sal  Pimenta  Molho:,  c. de sopa de natas azedas,  c. de chá de farinha,  gema,  c. de chá de pimentão doce, Sal  Pimenta q.b",https://www.24kitchen.pt/receita/rakott-kaposzta,https://youtu.be/MTw9uvBHUbk,60,dificil,Prato Principal
Dobos Torte,"Massa:,  gemas, g de açúcar em pó, g de farinha,  gemas, g de manteiga derretida, Recheio:, g de queijo creme, ml de natas, g de açúcar em pó, g de cacau em pó",https://www.24kitchen.pt/receita/dobos-torte,https://youtu.be/agvubQwYybA,45,média,Sobremesa
Lobster Roll,"Alface iceberg   pães brioche, Manteiga  Cebolo  Molho:,  c. de sopa de maionese,  c. de chá de mostarda Dijon,  c. de chá de pó de caril, Pimenta cayenne  Sumo de ½ limão,  dente de alho, ½ cebola,  ramo de aipo,  c. de sopa de salsa picada, Sal  Lagosta:, Manteiga clarificada   lagostas sem cabeça e sem casca, Sal q.b",https://www.24kitchen.pt/receita/lobster-roll,https://youtu.be/Vp1Pu4j9Oec,60,dificil,Prato Principal
Ginger Beef,"½ cebola, ½ pimento, ½ cenoura, ½ malagueta,  dente de alho,  cebolo, Coentros  Óleo vegetal  Sal  Arroz branco cozido  Polme:,  c. de sopa de farinha, g de amido de milho, Sal  Água   ovo, g de bife da vazia  Sal  Molho:,  c. de sopa de molho de soja,  c. de sopa de vinagre de arroz,  c. de sopa de ginjinha,  c. de sopa de óleo de sésamo,  c. de sopa de açúcar, ½ c. de chá de pimenta cayenna, Talos de coentros   c. de sopa de gengibre ralado",https://www.24kitchen.pt/receita/ginger-beef,https://youtu.be/FifLvuLamJk,45,média,Prato Principal
Berry Pie," ovo batido, Açúcar em pó  Gelado de baunilha  Massa:, g de farinha,  c. de chá de açúcar, Sal  g de manteiga gelada,  c. de sopa de água gelada, Recheio:, g de mirtilos congelados,  c. de sopa de açúcar,  c. de sopa de amido de milho, Raspa e sumo de  limão,  c. de chá de canela em pó",https://www.24kitchen.pt/receita/berry-pie,https://youtu.be/_3kbWDMllmE,45,média,Sobremesa
Run Down ," cebola,  dentes de alho, ½ malagueta,  ramo de coentros, Azeite  ¼ de c. de chá de cominhos, ½ c. de chá de all spice, Sal   tomates frescos, g de abóbora, Caldo de peixe  ml de leite de coco,  filete de garoupa",https://www.24kitchen.pt/receita/run-down,https://youtu.be/hdjQT-xoTcY,45,média,Prato Principal
Rabo De Boi à Jamaicana,"Cebolinho  Estufado:, Azeite  kg de rabo de boi,  cebola,  dentes de alho,  pimento amarelo,  pimento verde,  c. de chá de gengibre ralado,  ramo de tomilho,  folha de louro,  c. de chá de jerk,  c. de chá de pimenta da Jamaica, Malagueta picada   c. de sopa de ketchup,  c. de chá de molho inglês, Caldo de carne  Puré de Feijão:, Azeite   cebola,  dente de alho, Sal   lata de feijão branco, Caldo de carne q.b",https://www.24kitchen.pt/receita/rabo-de-boi-a-jamaicana,https://youtu.be/Z__-FePi4g8,45,média,Prato Principal
Cornmeal Pudding,"Pudim:, g de passas, g de açúcar mascavado, All Spice, Noz-moscada  l de leite de coco, g de coco ralado, g de farinha de milho, g de farinha de trigo, Sal  Molho:,  vagem e polpa de baunilha, ml de leite de coco,  c. de sopa de amido de milho, ¼ de c. de chá de canela,  c. de sopa de açúcar",https://www.24kitchen.pt/receita/cornmeal-pudding,https://youtu.be/gSs9uLbKky4,60,dificil,Sobremesa
Empanadas,"Recheio:,  cebolas,  pimento vermelho, Sal   c. de café de piri-piri moído, mk de vinho branco, g de carne de novilho picada,  ovo cozido, Salsa  Massa:, g de manteiga,  ovo, g de farinha de padeiro,  c. de sopa de água morna,  c. de sopa de azeite, Sal q.b",https://www.24kitchen.pt/receita/empanadas,https://youtu.be/udFB7EBPBYI,60,dificil,"Aperitivos e Petiscos, Prato Principal"
